Tipo,Seccion,Casilla,NO_DTTO,CABECERA,NMpioIEEP,Municipio,PAN,PRI,PRD,PT,PVEM,CONV,NoReg,Nulos,VOTACIONTOTAL,ListaNominal
Aytos,0510,CONTIGUA 2,19,CIUDAD SERDAN,143,CHILCHOTLA,233,103,1,0,0,4,0,24,365,521
Aytos,0510,CONTIGUA 1,19,CIUDAD SERDAN,143,CHILCHOTLA,257,109,0,0,0,5,0,26,397,521
Aytos,0511,BASICA,19,CIUDAD SERDAN,143,CHILCHOTLA,118,191,0,0,0,23,0,0,332,565
Aytos,0511,CONTIGUA 1,19,CIUDAD SERDAN,143,CHILCHOTLA,90,197,2,0,0,26,0,27,342,566
Aytos,0526,CONTIGUA 1,19,CIUDAD SERDAN,144,ESPERANZA,42,195,134,0,0,17,0,18,406,640
Aytos,0526,BASICA,19,CIUDAD SERDAN,144,ESPERANZA,33,175,146,0,0,23,0,11,388,640
Aytos,0527,CONTIGUA 1,19,CIUDAD SERDAN,144,ESPERANZA,38,83,112,0,0,6,0,6,245,400
Aytos,0527,BASICA,19,CIUDAD SERDAN,144,ESPERANZA,34,94,121,0,0,8,0,8,265,399
Aytos,0528,BASICA,19,CIUDAD SERDAN,144,ESPERANZA,57,96,160,0,0,6,0,10,329,512
Aytos,0528,CONTIGUA 1,19,CIUDAD SERDAN,144,ESPERANZA,40,80,192,0,0,4,0,15,331,512
Aytos,0529,CONTIGUA 2,19,CIUDAD SERDAN,144,ESPERANZA,44,95,204,0,0,3,0,18,364,510
Aytos,0529,CONTIGUA 1,19,CIUDAD SERDAN,144,ESPERANZA,40,113,140,0,0,5,0,17,315,510
Aytos,0529,BASICA,19,CIUDAD SERDAN,144,ESPERANZA,22,88,192,0,0,3,0,21,326,509
Aytos,0530,BASICA,19,CIUDAD SERDAN,144,ESPERANZA,19,259,31,0,0,4,0,13,326,480
Aytos,0531,BASICA,19,CIUDAD SERDAN,144,ESPERANZA,9,199,101,0,0,1,0,12,322,505
Aytos,0531,CONTIGUA 2,19,CIUDAD SERDAN,144,ESPERANZA,21,194,99,0,0,4,0,16,334,506
Aytos,0531,CONTIGUA 1,19,CIUDAD SERDAN,144,ESPERANZA,18,208,106,0,0,6,0,12,350,505
Aytos,0532,CONTIGUA 1,19,CIUDAD SERDAN,144,ESPERANZA,5,94,98,0,0,1,0,14,212,392
Aytos,0532,BASICA,19,CIUDAD SERDAN,144,ESPERANZA,3,107,88,0,0,1,0,33,232,392
Aytos,0533,BASICA,19,CIUDAD SERDAN,144,ESPERANZA,14,65,56,0,0,3,0,12,150,227
Aytos,0534,BASICA,19,CIUDAD SERDAN,144,ESPERANZA,18,102,101,0,0,2,0,12,235,313
Aytos,0555,BASICA,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,180,112,15,0,0,0,0,8,315,548
Aytos,0555,CONTIGUA 1,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,165,146,5,0,0,0,0,0,316,548
Aytos,0555,CONTIGUA 2,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,195,132,9,0,0,0,0,6,342,549
Aytos,0556,BASICA,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,188,181,13,0,0,0,0,11,393,624
Aytos,0556,CONTIGUA 1,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,184,161,5,0,0,0,0,10,360,624
Aytos,0557,BASICA,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,216,107,8,0,0,0,0,11,342,510
Aytos,0557,CONTIGUA 1,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,221,87,12,0,0,0,0,14,334,511
Aytos,0558,BASICA,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,180,124,4,0,0,0,0,9,317,493
Aytos,0558,CONTIGUA 1,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,192,122,8,0,0,0,0,7,329,493
Aytos,0559,BASICA,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,129,160,6,0,0,0,0,7,302,594
Aytos,0559,CONTIGUA 1,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,143,173,5,0,0,0,0,10,331,595
Aytos,0560,BASICA,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,20,130,1,0,0,0,0,13,164,381
Aytos,0561,BASICA,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,105,196,2,0,0,0,0,10,313,571
Aytos,0562,BASICA,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,86,73,4,0,0,0,0,0,163,290
Aytos,0563,BASICA,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,38,210,0,0,0,0,0,7,255,441
Aytos,0564,BASICA,19,CIUDAD SERDAN,145,GUADALUPE VICTORIA,43,172,1,0,0,0,0,7,223,341
Aytos,0801,BASICA,19,CIUDAD SERDAN,146,LAFRAGUA,1,233,54,0,0,0,0,4,292,383
Aytos,0801,CONTIGUA 1,19,CIUDAD SERDAN,146,LAFRAGUA,1,200,80,0,0,0,0,0,281,383
Aytos,0802,BASICA,19,CIUDAD SERDAN,146,LAFRAGUA,270,87,76,0,0,0,0,18,451,655
Aytos,0802,CONTIGUA 1,19,CIUDAD SERDAN,146,LAFRAGUA,198,96,117,0,0,0,0,0,411,656
Aytos,0803,BASICA,19,CIUDAD SERDAN,146,LAFRAGUA,71,4,28,0,0,0,0,0,103,181
Aytos,0804,BASICA,19,CIUDAD SERDAN,146,LAFRAGUA,18,259,30,0,0,0,0,0,307,608
Aytos,0805,BASICA,19,CIUDAD SERDAN,146,LAFRAGUA,69,210,66,0,0,0,0,0,345,550
Aytos,0806,BASICA,19,CIUDAD SERDAN,146,LAFRAGUA,72,149,67,0,0,0,0,3,291,369
Aytos,0807,BASICA,19,CIUDAD SERDAN,146,LAFRAGUA,76,164,94,0,0,0,0,17,351,527
Aytos,0807,CONTIGUA 1,19,CIUDAD SERDAN,146,LAFRAGUA,64,213,38,0,0,0,0,0,315,527
Aytos,0808,BASICA,19,CIUDAD SERDAN,146,LAFRAGUA,166,103,33,0,0,0,0,10,312,496
Aytos,0808,CONTIGUA 1,19,CIUDAD SERDAN,146,LAFRAGUA,190,101,24,0,0,0,0,10,325,496
Aytos,1626,CONTIGUA 1,19,CIUDAD SERDAN,147,QUIMIXTLAN,142,88,0,162,0,0,0,0,392,584
Aytos,1626,BASICA,19,CIUDAD SERDAN,147,QUIMIXTLAN,135,75,0,181,0,0,0,21,412,583
Aytos,1627,BASICA,19,CIUDAD SERDAN,147,QUIMIXTLAN,250,147,0,32,0,0,0,21,450,655
Aytos,1628,BASICA,19,CIUDAD SERDAN,147,QUIMIXTLAN,106,71,0,55,0,0,0,7,239,332
Aytos,1629,EXTRAORDINARIA 1,19,CIUDAD SERDAN,147,QUIMIXTLAN,181,107,0,3,0,0,0,6,297,412
Aytos,1629,CONTIGUA 1,19,CIUDAD SERDAN,147,QUIMIXTLAN,92,39,0,114,0,0,0,36,281,447
Aytos,1629,BASICA,19,CIUDAD SERDAN,147,QUIMIXTLAN,96,60,0,103,0,0,0,34,293,446
Aytos,1630,BASICA,19,CIUDAD SERDAN,147,QUIMIXTLAN,108,238,0,170,0,0,0,23,539,738
Aytos,1631,BASICA,19,CIUDAD SERDAN,147,QUIMIXTLAN,129,89,0,180,0,0,0,30,428,608
Aytos,1632,CONTIGUA 1,19,CIUDAD SERDAN,147,QUIMIXTLAN,221,143,0,105,0,0,0,25,494,684
Aytos,1632,BASICA,19,CIUDAD SERDAN,147,QUIMIXTLAN,198,161,0,92,0,0,0,0,451,683
Aytos,1633,CONTIGUA 1,19,CIUDAD SERDAN,147,QUIMIXTLAN,114,102,0,76,0,0,0,0,292,422
Aytos,1633,BASICA,19,CIUDAD SERDAN,147,QUIMIXTLAN,128,70,0,73,0,0,0,31,302,422
Aytos,1634,EXTRAORDINARIA 1,19,CIUDAD SERDAN,147,QUIMIXTLAN,70,10,0,20,0,0,0,0,100,190
Aytos,1634,CONTIGUA 1,19,CIUDAD SERDAN,147,QUIMIXTLAN,22,300,0,4,0,0,0,19,345,507
Aytos,1634,BASICA,19,CIUDAD SERDAN,147,QUIMIXTLAN,38,296,0,3,0,0,0,16,353,507
Aytos,1635,CONTIGUA 1,19,CIUDAD SERDAN,147,QUIMIXTLAN,177,113,0,100,0,0,0,19,409,655
Aytos,1635,BASICA,19,CIUDAD SERDAN,147,QUIMIXTLAN,223,100,0,86,0,0,0,34,443,655
Aytos,1715,BASICA,19,CIUDAD SERDAN,148,SAN JUAN ATENCO,111,138,13,59,47,0,0,22,390,646
Aytos,1716,CONTIGUA 1,19,CIUDAD SERDAN,148,SAN JUAN ATENCO,104,136,10,29,81,0,0,18,378,573
Aytos,1716,BASICA,19,CIUDAD SERDAN,148,SAN JUAN ATENCO,111,119,12,30,65,0,0,18,355,572
Aytos,1717,BASICA,19,CIUDAD SERDAN,148,SAN JUAN ATENCO,38,67,4,95,56,0,0,17,277,428
Aytos,1718,BASICA,19,CIUDAD SERDAN,148,SAN JUAN ATENCO,32,31,1,131,89,0,0,14,298,406
Aytos,2219,CONTIGUA 1,19,CIUDAD SERDAN,149,TLACHICHUCA,147,140,102,0,31,3,0,17,440,692
Aytos,2219,BASICA,19,CIUDAD SERDAN,149,TLACHICHUCA,142,156,81,0,45,1,0,13,438,691
Aytos,2220,BASICA,19,CIUDAD SERDAN,149,TLACHICHUCA,124,95,116,0,31,6,0,14,386,585
Aytos,2220,CONTIGUA 1,19,CIUDAD SERDAN,149,TLACHICHUCA,121,109,105,0,15,2,0,9,361,586
Aytos,2221,BASICA,19,CIUDAD SERDAN,149,TLACHICHUCA,69,88,149,0,12,4,0,0,322,528
Aytos,2221,CONTIGUA 1,19,CIUDAD SERDAN,149,TLACHICHUCA,89,75,132,0,17,4,0,3,320,528
Aytos,2222,CONTIGUA 1,19,CIUDAD SERDAN,149,TLACHICHUCA,30,32,171,0,18,2,0,9,262,433
Aytos,2222,BASICA,19,CIUDAD SERDAN,149,TLACHICHUCA,47,51,141,0,23,2,0,11,275,433
Aytos,2223,BASICA,19,CIUDAD SERDAN,149,TLACHICHUCA,105,39,16,0,236,3,0,22,421,750
Aytos,2224,CONTIGUA 1,19,CIUDAD SERDAN,149,TLACHICHUCA,82,49,2,0,66,0,0,14,213,409
Aytos,2224,EXTRAORDINARIA 1,19,CIUDAD SERDAN,149,TLACHICHUCA,120,91,16,0,118,0,0,0,345,656
Aytos,2224,BASICA,19,CIUDAD SERDAN,149,TLACHICHUCA,104,50,6,0,59,2,0,9,230,408
Aytos,2225,BASICA,19,CIUDAD SERDAN,149,TLACHICHUCA,47,36,5,0,216,4,0,30,338,555
Aytos,2225,CONTIGUA 1,19,CIUDAD SERDAN,149,TLACHICHUCA,53,51,9,0,214,0,0,18,345,556
Aytos,2226,CONTIGUA 1,19,CIUDAD SERDAN,149,TLACHICHUCA,93,67,39,0,48,2,0,10,259,401
Aytos,2226,BASICA,19,CIUDAD SERDAN,149,TLACHICHUCA,58,102,24,0,62,3,0,18,267,401
Aytos,2227,CONTIGUA 1,19,CIUDAD SERDAN,149,TLACHICHUCA,246,79,7,0,35,3,0,10,380,627
Aytos,2227,BASICA,19,CIUDAD SERDAN,149,TLACHICHUCA,236,57,10,0,72,4,0,15,394,627
Aytos,2228,EXTRAORDINARIA 1,19,CIUDAD SERDAN,149,TLACHICHUCA,145,79,4,0,100,3,0,11,342,544
Aytos,2228,BASICA,19,CIUDAD SERDAN,149,TLACHICHUCA,105,165,14,0,52,3,0,39,378,745
Aytos,2229,EXTRAORDINARIA 1,19,CIUDAD SERDAN,149,TLACHICHUCA,71,21,2,0,11,1,0,6,112,216
Aytos,2229,BASICA,19,CIUDAD SERDAN,149,TLACHICHUCA,179,45,1,0,91,0,0,9,325,524
Aytos,2230,CONTIGUA 1,19,CIUDAD SERDAN,149,TLACHICHUCA,36,100,36,0,62,0,0,11,245,395
Aytos,2230,BASICA,19,CIUDAD SERDAN,149,TLACHICHUCA,30,114,20,0,63,0,0,15,242,395
Aytos,2231,CONTIGUA 1,19,CIUDAD SERDAN,149,TLACHICHUCA,30,239,15,0,150,3,0,23,460,635
Aytos,2231,BASICA,19,CIUDAD SERDAN,149,TLACHICHUCA,32,254,12,0,129,0,0,18,445,634
Aytos,2232,BASICA,19,CIUDAD SERDAN,149,TLACHICHUCA,69,64,36,0,137,2,0,25,333,548
Aytos,2232,CONTIGUA 1,19,CIUDAD SERDAN,149,TLACHICHUCA,85,71,33,0,133,0,0,21,343,549
Aytos,0139,CONTIGUA 2,20,TLATLAUQUITEPEC,151,ATEMPAN,129,195,7,76,0,0,0,8,415,582
Aytos,0139,CONTIGUA 1,20,TLATLAUQUITEPEC,151,ATEMPAN,138,165,9,72,0,0,0,14,398,582
Aytos,0139,BASICA,20,TLATLAUQUITEPEC,151,ATEMPAN,166,159,10,81,0,0,0,5,421,582
Aytos,0140,CONTIGUA 1,20,TLATLAUQUITEPEC,151,ATEMPAN,141,149,10,110,0,0,0,21,431,600
Aytos,0140,BASICA,20,TLATLAUQUITEPEC,151,ATEMPAN,141,158,0,114,0,0,0,24,437,600
Aytos,0140,CONTIGUA 2,20,TLATLAUQUITEPEC,151,ATEMPAN,134,173,11,109,0,0,0,17,444,601
Aytos,0141,BASICA,20,TLATLAUQUITEPEC,151,ATEMPAN,156,118,11,65,0,0,0,10,360,489
Aytos,0142,BASICA,20,TLATLAUQUITEPEC,151,ATEMPAN,33,13,0,1,0,0,0,4,51,71
Aytos,0143,BASICA,20,TLATLAUQUITEPEC,151,ATEMPAN,154,152,3,72,0,0,0,15,396,545
Aytos,0143,CONTIGUA 1,20,TLATLAUQUITEPEC,151,ATEMPAN,141,182,3,64,0,0,0,15,405,546
Aytos,0143,CONTIGUA 2,20,TLATLAUQUITEPEC,151,ATEMPAN,118,194,2,81,0,0,0,15,410,546
Aytos,0144,CONTIGUA 2,20,TLATLAUQUITEPEC,151,ATEMPAN,60,279,10,52,0,0,0,30,431,580
Aytos,0144,CONTIGUA 1,20,TLATLAUQUITEPEC,151,ATEMPAN,83,229,13,51,0,0,0,28,404,579
Aytos,0144,BASICA,20,TLATLAUQUITEPEC,151,ATEMPAN,98,256,19,45,0,0,0,16,434,579
Aytos,0145,BASICA,20,TLATLAUQUITEPEC,151,ATEMPAN,87,265,3,133,0,0,0,39,527,702
Aytos,0145,CONTIGUA 1,20,TLATLAUQUITEPEC,151,ATEMPAN,111,221,2,136,0,0,0,45,515,702
Aytos,0145,EXTRAORDINARIA 1,20,TLATLAUQUITEPEC,151,ATEMPAN,84,122,1,91,0,0,0,21,319,478
Aytos,0146,CONTIGUA 1,20,TLATLAUQUITEPEC,151,ATEMPAN,38,171,3,58,0,0,0,0,270,438
Aytos,0146,EXTRAORDINARIA 1,20,TLATLAUQUITEPEC,151,ATEMPAN,38,110,3,30,0,0,0,10,191,266
Aytos,0146,BASICA,20,TLATLAUQUITEPEC,151,ATEMPAN,29,180,4,58,0,0,0,24,295,437
Aytos,0147,BASICA,20,TLATLAUQUITEPEC,151,ATEMPAN,21,102,1,64,0,0,0,9,197,288
Aytos,0673,CONTIGUA 1,20,TLATLAUQUITEPEC,152,HUEYAPAN,30,109,0,154,0,0,0,8,301,505
Aytos,0673,BASICA,20,TLATLAUQUITEPEC,152,HUEYAPAN,23,123,0,144,0,0,0,18,308,505
Aytos,0674,CONTIGUA 1,20,TLATLAUQUITEPEC,152,HUEYAPAN,70,141,0,177,0,0,0,23,411,635
Aytos,0674,CONTIGUA 2,20,TLATLAUQUITEPEC,152,HUEYAPAN,62,138,0,176,0,0,0,25,401,635
Aytos,0674,BASICA,20,TLATLAUQUITEPEC,152,HUEYAPAN,81,152,0,151,0,0,0,28,412,634
Aytos,0675,BASICA,20,TLATLAUQUITEPEC,152,HUEYAPAN,35,85,0,45,0,0,0,0,165,285
Aytos,0676,BASICA,20,TLATLAUQUITEPEC,152,HUEYAPAN,70,123,0,124,0,0,0,31,348,493
Aytos,0676,CONTIGUA 1,20,TLATLAUQUITEPEC,152,HUEYAPAN,54,117,0,163,0,0,0,13,347,493
Aytos,0677,BASICA,20,TLATLAUQUITEPEC,152,HUEYAPAN,48,132,0,172,0,0,0,65,417,658
Aytos,0677,CONTIGUA 1,20,TLATLAUQUITEPEC,152,HUEYAPAN,25,124,0,167,0,0,0,38,354,658
Aytos,0809,CONTIGUA 2,20,TLATLAUQUITEPEC,153,LIBRES,47,213,84,0,7,63,0,14,428,657
Aytos,0809,BASICA,20,TLATLAUQUITEPEC,153,LIBRES,43,205,62,0,4,71,0,22,407,656
Aytos,0809,CONTIGUA 1,20,TLATLAUQUITEPEC,153,LIBRES,63,140,71,0,9,94,0,9,386,657
Aytos,0810,CONTIGUA 2,20,TLATLAUQUITEPEC,153,LIBRES,22,272,31,0,24,124,0,9,482,749
Aytos,0810,BASICA,20,TLATLAUQUITEPEC,153,LIBRES,54,229,31,0,11,125,0,14,464,749
Aytos,0810,CONTIGUA 1,20,TLATLAUQUITEPEC,153,LIBRES,40,247,36,0,16,94,0,23,456,749
Aytos,0811,BASICA,20,TLATLAUQUITEPEC,153,LIBRES,38,239,21,0,20,120,0,11,449,669
Aytos,0811,CONTIGUA 2,20,TLATLAUQUITEPEC,153,LIBRES,47,255,19,0,23,109,0,14,467,670
Aytos,0811,CONTIGUA 1,20,TLATLAUQUITEPEC,153,LIBRES,44,264,23,0,26,89,0,18,464,669
Aytos,0812,BASICA,20,TLATLAUQUITEPEC,153,LIBRES,49,155,23,0,13,89,0,30,359,561
Aytos,0812,CONTIGUA 1,20,TLATLAUQUITEPEC,153,LIBRES,61,169,17,0,11,90,0,9,357,562
Aytos,0813,BASICA,20,TLATLAUQUITEPEC,153,LIBRES,65,134,21,0,12,130,0,12,374,579
Aytos,0813,CONTIGUA 1,20,TLATLAUQUITEPEC,153,LIBRES,57,152,32,0,10,137,0,12,400,579
Aytos,0814,BASICA,20,TLATLAUQUITEPEC,153,LIBRES,11,78,73,0,9,80,0,12,263,401
Aytos,0814,EXTRAORDINARIA 1,20,TLATLAUQUITEPEC,153,LIBRES,34,182,17,0,3,47,0,24,307,510
Aytos,0814,CONTIGUA 1,20,TLATLAUQUITEPEC,153,LIBRES,9,72,92,0,5,83,0,13,274,401
Aytos,0815,EXTRAORDINARIA 2,20,TLATLAUQUITEPEC,153,LIBRES,40,122,34,0,9,189,0,15,409,631
Aytos,0815,EXTRAORDINARIA 1,20,TLATLAUQUITEPEC,153,LIBRES,56,107,36,0,11,143,0,19,372,630
Aytos,0815,BASICA,20,TLATLAUQUITEPEC,153,LIBRES,8,74,17,0,6,71,0,11,187,271
Aytos,0816,BASICA,20,TLATLAUQUITEPEC,153,LIBRES,20,206,82,0,10,93,0,20,431,681
Aytos,0816,CONTIGUA 1,20,TLATLAUQUITEPEC,153,LIBRES,30,167,84,0,5,117,0,16,419,682
Aytos,0817,CONTIGUA 1,20,TLATLAUQUITEPEC,153,LIBRES,88,106,27,0,4,126,0,16,367,507
Aytos,0817,BASICA,20,TLATLAUQUITEPEC,153,LIBRES,85,78,25,0,8,126,0,27,349,507
Aytos,0818,BASICA,20,TLATLAUQUITEPEC,153,LIBRES,30,90,28,0,10,90,0,14,262,398
Aytos,0818,CONTIGUA 1,20,TLATLAUQUITEPEC,153,LIBRES,23,133,25,0,5,56,0,11,253,399
Aytos,0819,CONTIGUA 1,20,TLATLAUQUITEPEC,153,LIBRES,51,161,13,0,5,79,0,17,326,532
Aytos,0819,BASICA,20,TLATLAUQUITEPEC,153,LIBRES,58,134,28,0,18,102,0,12,352,532
Aytos,0819,CONTIGUA 2,20,TLATLAUQUITEPEC,153,LIBRES,63,139,26,0,9,106,0,15,358,532
Aytos,0875,CONTIGUA 1,20,TLATLAUQUITEPEC,154,ORIENTAL,228,106,0,0,5,0,0,6,345,583
Aytos,0875,BASICA,20,TLATLAUQUITEPEC,154,ORIENTAL,196,116,0,0,6,0,0,11,329,582
Aytos,0876,BASICA,20,TLATLAUQUITEPEC,154,ORIENTAL,158,261,0,0,2,0,0,13,434,672
Aytos,0876,CONTIGUA 1,20,TLATLAUQUITEPEC,154,ORIENTAL,209,261,0,0,1,0,0,7,478,672
Aytos,0877,CONTIGUA 2,20,TLATLAUQUITEPEC,154,ORIENTAL,78,257,0,0,2,0,2,7,346,521
Aytos,0877,CONTIGUA 1,20,TLATLAUQUITEPEC,154,ORIENTAL,87,241,0,0,2,0,0,6,336,521
Aytos,0877,BASICA,20,TLATLAUQUITEPEC,154,ORIENTAL,74,220,0,0,3,0,0,14,311,521
Aytos,0878,BASICA,20,TLATLAUQUITEPEC,154,ORIENTAL,92,149,0,0,2,0,0,5,248,426
Aytos,0878,CONTIGUA 1,20,TLATLAUQUITEPEC,154,ORIENTAL,82,193,0,0,0,0,0,3,278,426
Aytos,0879,CONTIGUA 1,20,TLATLAUQUITEPEC,154,ORIENTAL,121,200,0,0,3,0,0,7,331,550
Aytos,0879,BASICA,20,TLATLAUQUITEPEC,154,ORIENTAL,146,173,0,0,2,0,0,2,323,550
Aytos,0880,BASICA,20,TLATLAUQUITEPEC,154,ORIENTAL,171,90,0,0,4,0,0,4,269,404
Aytos,0880,CONTIGUA 1,20,TLATLAUQUITEPEC,154,ORIENTAL,143,100,0,0,2,0,0,6,251,404
Aytos,0881,BASICA,20,TLATLAUQUITEPEC,154,ORIENTAL,266,180,0,0,18,0,0,12,476,712
Aytos,0882,BASICA,20,TLATLAUQUITEPEC,154,ORIENTAL,288,168,0,0,2,2,0,12,472,618
Aytos,2109,CONTIGUA 2,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,125,121,92,0,0,0,0,8,346,522
Aytos,2109,CONTIGUA 1,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,116,106,94,0,0,0,0,22,338,521
Aytos,2109,BASICA,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,93,139,132,0,0,0,0,13,377,521
Aytos,2110,EXTRAORDINARIA 1,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,179,143,43,0,0,0,0,17,382,553
Aytos,2110,CONTIGUA 1,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,125,80,102,0,0,0,0,12,319,403
Aytos,2110,BASICA,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,85,98,95,0,0,0,0,0,278,402
Aytos,2111,CONTIGUA 1,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,101,133,65,0,0,0,0,21,320,465
Aytos,2111,BASICA,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,64,165,88,0,0,0,0,12,329,465
Aytos,2112,CONTIGUA 2,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,55,67,164,0,0,0,0,6,292,512
Aytos,2112,BASICA,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,29,53,221,0,0,0,0,12,315,511
Aytos,2112,CONTIGUA 1,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,52,53,204,0,0,0,0,14,323,512
Aytos,2113,CONTIGUA 1,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,104,96,121,0,0,0,0,14,335,569
Aytos,2113,BASICA,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,113,69,111,0,0,0,0,24,317,568
Aytos,2114,CONTIGUA 1,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,182,68,165,0,0,0,0,17,432,645
Aytos,2114,BASICA,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,143,91,167,0,0,0,0,8,409,645
Aytos,2115,BASICA,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,227,102,45,0,0,0,0,7,381,506
Aytos,2115,CONTIGUA 1,20,TLATLAUQUITEPEC,155,TEPEYAHUALCO,211,92,56,0,0,0,0,5,364,506
Aytos,2132,BASICA,20,TLATLAUQUITEPEC,156,TETELES DE AVILA CASTILLO,195,209,24,22,0,0,0,16,466,727
Aytos,2132,CONTIGUA 1,20,TLATLAUQUITEPEC,156,TETELES DE AVILA CASTILLO,252,231,12,13,0,0,0,20,528,727
Aytos,2132,EXTRAORDINARIA 1,20,TLATLAUQUITEPEC,156,TETELES DE AVILA CASTILLO,72,89,2,6,0,0,0,8,177,242
Aytos,2133,CONTIGUA 1,20,TLATLAUQUITEPEC,156,TETELES DE AVILA CASTILLO,200,309,9,9,0,0,0,7,534,728
Aytos,2133,BASICA,20,TLATLAUQUITEPEC,156,TETELES DE AVILA CASTILLO,168,305,11,9,0,0,0,11,504,728
Aytos,2272,BASICA,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,161,53,5,5,0,103,1,12,340,671
Aytos,2272,CONTIGUA 1,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,166,80,6,4,0,110,0,9,375,671
Aytos,2273,BASICA,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,130,39,3,6,0,108,0,10,296,539
Aytos,2273,CONTIGUA 1,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,137,32,2,3,0,101,0,6,281,539
Aytos,2273,CONTIGUA 2,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,126,51,5,7,0,83,0,8,280,539
Aytos,2274,BASICA,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,219,78,10,8,0,93,0,9,417,688
Aytos,2274,CONTIGUA 1,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,208,106,7,3,0,103,0,16,443,688
Aytos,2275,CONTIGUA 1,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,120,79,5,2,0,83,0,11,300,532
Aytos,2275,BASICA,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,132,65,4,4,0,88,0,7,300,532
Aytos,2275,CONTIGUA 2,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,138,75,5,5,0,92,0,7,322,532
Aytos,2276,CONTIGUA 1,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,98,111,2,4,0,92,0,22,329,580
Aytos,2276,BASICA,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,111,121,1,3,0,75,0,22,333,580
Aytos,2277,BASICA,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,50,135,2,5,0,27,0,21,240,478
Aytos,2278,BASICA,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,44,50,8,13,0,137,0,31,283,440
Aytos,2279,EXTRAORDINARIA 2,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,37,83,3,43,0,39,0,11,216,328
Aytos,2279,EXTRAORDINARIA 1,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,70,49,5,5,0,57,0,16,202,333
Aytos,2279,BASICA,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,17,92,1,3,0,92,0,25,230,410
Aytos,2280,EXTRAORDINARIA 2,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,17,72,2,4,0,98,0,22,215,380
Aytos,2280,EXTRAORDINARIA 1,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,11,51,9,4,0,89,0,19,183,380
Aytos,2280,BASICA,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,26,69,1,4,0,112,0,26,238,453
Aytos,2281,BASICA,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,38,54,4,6,0,86,0,17,205,400
Aytos,2281,CONTIGUA 1,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,28,90,1,8,0,105,0,23,255,400
Aytos,2282,BASICA,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,58,171,6,5,0,58,0,13,311,545
Aytos,2282,CONTIGUA 1,20,TLATLAUQUITEPEC,150,TLATLAUQUITEPEC,68,155,5,2,0,47,0,16,293,545
