CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PRD_PVEM,C_COMUN_PRD_MC,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2269,E,2,0,E02,26,18,88,19,7,18,0,65,5,,0,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,268,0,30,298,704,Grupo de Recuento,,,http://iem.org.mx/actas/A2269E02.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2269,E,2,1,E02C01,15,20,84,23,9,2,3,66,1,,0,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,238,0,27,265,704,Grupo de Recuento,,,http://iem.org.mx/actas/A2269E02C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2269,E,2,2,E02C02,24,16,94,19,2,4,0,63,2,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,237,0,26,263,704,Acta casilla,,,http://iem.org.mx/actas/A2269E02C02.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2269,E,2,3,E02C03,15,20,84,23,9,2,3,66,1,,0,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,238,0,27,265,703,Grupo de Recuento,,,http://iem.org.mx/actas/A2269E02C03.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2270,B,1,0,B,41,37,103,12,9,3,5,70,11,,0,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,308,0,16,324,635,Acta casilla,,,http://iem.org.mx/actas/A2270B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2270,C,1,0,C01,24,33,141,10,7,2,3,69,6,,0,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,314,0,12,326,635,Acta casilla,,,http://iem.org.mx/actas/A2270C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2271,B,1,0,B,81,58,128,5,9,4,1,7,1,,0,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,314,0,9,323,571,Acta casilla,,,http://iem.org.mx/actas/A2271B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2271,C,1,0,C01,71,35,129,7,2,1,1,88,7,,0,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,376,0,13,389,571,Acta casilla,,,http://iem.org.mx/actas/A2271C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2271,C,2,0,C02,64,36,140,4,5,1,7,89,11,,0,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,392,0,12,404,570,Acta casilla,,,http://iem.org.mx/actas/A2271C02.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2272,B,1,0,B,102,41,120,8,5,3,1,53,11,,1,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,365,0,7,372,515,Acta casilla,,,http://iem.org.mx/actas/A2272B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2272,C,1,0,C01,118,21,74,5,13,3,2,84,8,,1,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,330,0,15,345,514,Acta casilla,,,http://iem.org.mx/actas/A2272C01.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2273,B,1,0,B,67,57,164,5,5,4,5,78,8,,0,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,413,1,18,432,681,Acta casilla,,,http://iem.org.mx/actas/A2273B.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2273,C,1,0,C01,75,45,151,12,8,0,1,87,15,,0,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,420,2,13,435,680,Acta casilla,,,http://iem.org.mx/actas/A2273C01.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2274,B,1,0,B,35,31,174,9,9,1,3,74,8,,0,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,361,0,27,388,693,Acta casilla,,,http://iem.org.mx/actas/A2274B.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2274,C,1,0,C01,34,20,156,18,7,2,1,96,7,,0,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,361,0,14,375,692,Acta casilla,,,http://iem.org.mx/actas/A2274C01.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2275,B,1,0,B,37,9,199,3,7,3,0,9,10,,0,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,296,0,19,315,721,Acta casilla,,,http://iem.org.mx/actas/A2275B.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2275,C,1,0,C01,37,17,197,13,8,1,0,88,6,,0,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,388,0,22,410,720,Acta casilla,,,http://iem.org.mx/actas/A2275C01.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2276,B,1,0,B,32,21,146,6,12,4,5,85,9,,0,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,346,0,23,369,694,Acta casilla,,,http://iem.org.mx/actas/A2276B.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2276,C,1,0,C01,38,21,126,9,17,1,6,74,5,,0,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,328,0,16,344,694,Acta casilla,,,http://iem.org.mx/actas/A2276C01.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2277,B,1,0,B,36,28,135,10,7,1,4,76,8,,1,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,333,0,11,344,621,Acta casilla,,,http://iem.org.mx/actas/A2277B.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2277,C,1,0,C01,45,16,125,6,8,1,3,97,1,,0,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,330,0,9,339,621,Acta casilla,,,http://iem.org.mx/actas/A2277C01.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2277,C,2,0,C02,39,17,140,11,7,4,1,87,2,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,329,0,12,341,621,Acta casilla,,,http://iem.org.mx/actas/A2277C02.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2277,C,3,0,C03,26,15,113,9,8,1,6,79,8,,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,283,0,9,292,621,Acta casilla,,,http://iem.org.mx/actas/A2277C03.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2277,C,4,0,C04,32,16,118,11,4,2,4,64,9,,0,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,277,0,11,288,620,Acta casilla,,,http://iem.org.mx/actas/A2277C04.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2278,B,1,0,B,31,19,147,6,8,6,5,65,4,,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,314,1,19,334,651,Acta casilla,,,http://iem.org.mx/actas/A2278B.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2278,C,1,0,C01,24,17,149,10,9,2,2,77,1,,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,302,0,23,325,650,Acta casilla,,,http://iem.org.mx/actas/A2278C01.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2279,B,1,0,B,19,22,124,9,8,3,1,48,4,,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,248,1,28,277,625,Acta casilla,,,http://iem.org.mx/actas/A2279B.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2279,C,1,0,C01,32,13,145,9,12,4,2,59,4,,0,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,306,0,16,322,624,Acta casilla,,,http://iem.org.mx/actas/A2279C01.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2279,C,2,0,C02,26,16,152,10,6,4,4,45,3,,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,274,0,19,293,624,Acta casilla,,,http://iem.org.mx/actas/A2279C02.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2280,B,1,0,B,56,35,120,7,8,3,2,45,8,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,311,0,5,316,486,Acta casilla,,,http://iem.org.mx/actas/A2280B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2280,C,1,0,C01,61,32,110,6,7,2,2,58,1,,1,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,306,0,11,317,486,Acta casilla,,,http://iem.org.mx/actas/A2280C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2281,B,1,0,B,88,53,186,8,5,2,1,93,10,,0,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,487,0,16,503,717,Acta casilla,,,http://iem.org.mx/actas/A2281B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2282,B,1,0,B,55,30,142,7,5,4,1,107,6,,0,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,392,0,6,398,580,Acta casilla,,,http://iem.org.mx/actas/A2282B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2282,C,1,0,C01,64,30,127,10,9,0,6,117,5,,0,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,399,0,6,405,580,Acta casilla,,,http://iem.org.mx/actas/A2282C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2283,B,1,0,B,53,38,156,8,7,1,5,94,10,,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,413,0,7,420,631,Acta casilla,,,http://iem.org.mx/actas/A2283B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2283,C,1,0,C01,63,27,155,16,8,2,3,85,7,,0,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,401,0,15,416,631,Acta casilla,,,http://iem.org.mx/actas/A2283C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2283,C,2,0,C02,65,35,142,5,9,2,6,88,7,,0,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,408,0,11,419,631,Acta casilla,,,http://iem.org.mx/actas/A2283C02.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2284,B,1,0,B,51,27,125,11,8,5,5,93,5,,0,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,375,0,10,385,577,Acta casilla,,,http://iem.org.mx/actas/A2284B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2284,C,1,0,C01,50,32,136,16,5,5,1,76,4,,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,367,0,9,376,577,Acta casilla,,,http://iem.org.mx/actas/A2284C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2285,B,1,0,B,56,36,131,7,14,6,5,63,5,,0,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,369,1,21,391,596,Acta casilla,,,http://iem.org.mx/actas/A2285B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2285,C,1,0,C01,71,40,121,9,3,3,4,77,4,,2,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,369,1,12,382,595,Acta casilla,,,http://iem.org.mx/actas/A2285C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2286,B,1,0,B,55,24,98,14,5,2,4,66,11,,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,331,0,11,342,532,Acta casilla,,,http://iem.org.mx/actas/A2286B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2286,C,1,0,C01,41,29,91,5,9,4,3,66,6,,0,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,300,0,17,317,531,Acta casilla,,,http://iem.org.mx/actas/A2286C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2287,B,1,0,B,47,39,141,6,5,1,0,79,7,,0,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,369,0,20,389,720,Acta casilla,,,http://iem.org.mx/actas/A2287B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2287,C,1,0,C01,39,43,144,9,10,1,9,73,3,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,406,0,19,425,719,Acta casilla,,,http://iem.org.mx/actas/A2287C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2288,B,1,0,B,32,49,120,9,6,3,1,64,7,,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,344,0,15,359,557,Acta casilla,,,http://iem.org.mx/actas/A2288B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2288,C,1,0,C01,40,53,88,5,9,3,0,98,6,,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,330,0,9,339,557,Acta casilla,,,http://iem.org.mx/actas/A2288C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2288,S,1,0,S01,3,3,9,0,1,0,1,6,1,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,25,0,2,27,0,Acta casilla,,,http://iem.org.mx/actas/A2288SMR01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2289,B,1,0,B,41,29,112,8,6,4,5,59,11,,1,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,321,0,12,333,543,Acta casilla,,,http://iem.org.mx/actas/A2289B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2289,C,1,0,C01,49,20,103,7,5,6,0,75,5,,0,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,300,0,15,315,543,Acta casilla,,,http://iem.org.mx/actas/A2289C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2289,C,2,0,C02,46,22,120,9,2,6,1,65,5,,1,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,303,0,13,316,542,Acta casilla,,,http://iem.org.mx/actas/A2289C02.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2290,B,1,0,B,34,33,68,11,12,1,3,78,6,,1,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,286,0,15,301,542,Grupo de Recuento,,,http://iem.org.mx/actas/A2290B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2290,C,1,0,C01,24,30,97,7,2,8,4,63,6,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,270,0,19,289,542,Acta casilla,,,http://iem.org.mx/actas/A2290C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2290,C,2,0,C02,46,28,79,5,9,1,2,76,3,,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,283,1,11,295,542,Grupo de Recuento,,,http://iem.org.mx/actas/A2290C02.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2291,B,1,0,B,37,25,184,12,10,1,4,57,1,,0,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,368,0,13,381,676,Acta casilla,,,http://iem.org.mx/actas/A2291B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2291,C,1,0,C01,40,23,164,18,4,0,5,72,7,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,363,1,16,380,676,Acta casilla,,,http://iem.org.mx/actas/A2291C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2291,C,2,0,C02,32,25,190,8,12,2,4,62,8,,0,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,368,0,16,384,676,Acta casilla,,,http://iem.org.mx/actas/A2291C02.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2291,C,3,0,C03,39,18,166,13,12,1,6,62,6,,0,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,351,1,14,366,675,Acta casilla,,,http://iem.org.mx/actas/A2291C03.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2292,B,1,0,B,43,30,95,5,17,1,1,67,4,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,313,2,6,321,592,Acta casilla,,,http://iem.org.mx/actas/A2292B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2292,C,1,0,C01,46,34,100,11,6,3,1,57,3,,0,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,295,0,19,314,592,Acta casilla,,,http://iem.org.mx/actas/A2292C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2292,C,2,0,C02,42,17,103,5,9,3,2,13,3,,0,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,243,0,11,254,591,Acta casilla,,,http://iem.org.mx/actas/A2292C02.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,B,1,0,B,28,18,163,14,8,4,5,78,8,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,354,0,17,371,735,Acta casilla,,,http://iem.org.mx/actas/A2293B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,C,1,0,C01,27,33,138,15,5,1,5,97,11,,0,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,376,0,12,388,735,Acta casilla,,,http://iem.org.mx/actas/A2293C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,C,2,0,C02,26,34,120,9,15,4,2,91,5,,0,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,341,0,0,341,735,Acta casilla,,,http://iem.org.mx/actas/A2293C02.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,1,0,E01,37,29,113,18,9,3,3,100,8,,0,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,350,0,13,363,722,Acta casilla,,,http://iem.org.mx/actas/A2293E01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,1,1,E01C01,30,22,103,7,6,5,4,97,5,,1,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,323,0,23,346,722,Grupo de Recuento,,,http://iem.org.mx/actas/A2293E01C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,1,2,E01C02,30,28,124,13,6,4,5,116,10,,1,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,362,0,14,376,721,Acta casilla,,,http://iem.org.mx/actas/A2293E01C02.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,1,3,E01C03,41,32,111,12,6,4,2,101,6,,0,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,346,0,12,358,721,Acta casilla,,,http://iem.org.mx/actas/A2293E01C03.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,1,4,E01C04,47,22,115,13,5,0,1,118,7,,1,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,357,0,9,366,721,Grupo de Recuento,,,http://iem.org.mx/actas/A2293E01C04.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,1,5,E01C05,39,35,124,11,6,6,0,109,9,,0,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,361,1,13,375,721,Acta casilla,,,http://iem.org.mx/actas/A2293E01C05.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,1,6,E01C06,29,27,125,15,9,9,4,90,9,,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,355,0,10,365,721,Acta casilla,,,http://iem.org.mx/actas/A2293E01C06.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,1,7,E01C07,29,26,121,12,6,4,4,105,2,,0,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,331,1,16,348,721,Acta casilla,,,http://iem.org.mx/actas/A2293E01C07.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,2,0,E02,41,21,141,18,12,3,2,105,6,,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,402,0,17,419,720,Acta casilla,,,http://iem.org.mx/actas/A2293E02.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,2,1,E02C01,44,17,161,12,13,2,3,87,7,,0,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,382,0,10,392,720,Acta casilla,,,http://iem.org.mx/actas/A2293E02C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,2,2,E02C02,41,22,157,22,10,3,2,95,9,,0,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,396,1,6,403,720,Acta casilla,,,http://iem.org.mx/actas/A2293E02C02.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,2,3,E02C03,35,26,159,10,15,2,2,93,11,,1,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,388,0,5,393,720,Acta casilla,,,http://iem.org.mx/actas/A2293E02C03.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,2,4,E02C04,53,25,165,10,7,3,3,94,7,,0,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,406,0,10,416,719,Acta casilla,,,http://iem.org.mx/actas/A2293E02C04.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,2,5,E02C05,33,26,172,10,4,4,1,94,12,,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,390,0,13,403,719,Acta casilla,,,http://iem.org.mx/actas/A2293E02C05.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,2,6,E02C06,52,16,154,11,12,2,4,100,10,,2,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,413,0,12,425,719,Acta casilla,,,http://iem.org.mx/actas/A2293E02C06.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,3,0,E03,27,13,52,12,5,4,0,38,0,,2,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,179,0,11,190,435,Grupo de Recuento,,,http://iem.org.mx/actas/A2293E03.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2293,E,3,1,E03C01,12,15,45,2,2,1,0,0,0,,0,4,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,97,0,4,101,435,Grupo de Recuento,,,http://iem.org.mx/actas/A2293E03C01.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2294,B,1,0,B,18,13,81,7,3,1,0,31,0,,0,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,202,1,14,217,464,Acta casilla,,,http://iem.org.mx/actas/A2294B.pdf
5,16,MICHOACAN,20,URUAPAN SUR,103,URUAPAN,2294,C,1,0,C01,17,16,77,11,5,1,1,38,1,,0,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,214,0,9,223,464,Acta casilla,,,http://iem.org.mx/actas/A2294C01.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2295,B,1,0,B,41,35,86,15,10,7,2,69,9,,1,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,284,0,28,312,659,Acta casilla,,,http://iem.org.mx/actas/A2295B.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2295,C,1,0,C01,56,23,96,11,5,6,7,67,2,,0,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,282,0,28,310,658,Grupo de Recuento,,,http://iem.org.mx/actas/A2295C01.pdf
5,16,MICHOACAN,14,URUAPAN NORTE,103,URUAPAN,2295,C,2,0,C02,55,30,96,11,8,18,7,71,1,,2,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,307,0,22,329,658,Acta casilla,,,http://iem.org.mx/actas/A2295C02.pdf
